Order ID,Order Date,Customer ID,Ship Date,Ship Mode,Segment
CA-2016-117590,12-08-2016,GH-14485,12-10-2016,First Class,Corporate
CA-2016-117590,12-08-2016,GH-14485,12-10-2016,First Class,Corporate
CA-2015-117415,12/27/2015,SN-20710,12/31/2015,Standard Class,Home Office
CA-2015-117415,12/27/2015,SN-20710,12/31/2015,Standard Class,Home Office
CA-2015-117415,12/27/2015,SN-20710,12/31/2015,Standard Class,Home Office
CA-2015-117415,12/27/2015,SN-20710,12/31/2015,Standard Class,Home Office
CA-2017-120999,09-10-2017,LC-16930,9/15/2017,Standard Class,Corporate
CA-2016-101343,7/17/2016,RA-19885,7/22/2016,Standard Class,Corporate
CA-2017-139619,9/19/2017,ES-14080,9/23/2017,Standard Class,Corporate
CA-2016-118255,03-11-2016,ON-18715,3/13/2016,First Class,Corporate
CA-2016-118255,03-11-2016,ON-18715,3/13/2016,First Class,Corporate
CA-2014-146703,10/20/2014,PO-18865,10/25/2014,Second Class,Consumer
CA-2016-169194,6/20/2016,LH-16900,6/25/2016,Standard Class,Consumer
CA-2016-169194,6/20/2016,LH-16900,6/25/2016,Standard Class,Consumer
CA-2015-115742,4/18/2015,DP-13000,4/22/2015,Standard Class,Consumer
CA-2015-115742,4/18/2015,DP-13000,4/22/2015,Standard Class,Consumer
CA-2015-115742,4/18/2015,DP-13000,4/22/2015,Standard Class,Consumer
CA-2015-115742,4/18/2015,DP-13000,4/22/2015,Standard Class,Consumer
CA-2016-105816,12-11-2016,JM-15265,12/17/2016,Standard Class,Corporate
CA-2016-105816,12-11-2016,JM-15265,12/17/2016,Standard Class,Corporate
CA-2016-111682,6/17/2016,TB-21055,6/18/2016,First Class,Consumer
CA-2016-111682,6/17/2016,TB-21055,6/18/2016,First Class,Consumer
CA-2016-111682,6/17/2016,TB-21055,6/18/2016,First Class,Consumer
CA-2016-111682,6/17/2016,TB-21055,6/18/2016,First Class,Consumer
CA-2016-111682,6/17/2016,TB-21055,6/18/2016,First Class,Consumer
CA-2016-111682,6/17/2016,TB-21055,6/18/2016,First Class,Consumer
CA-2016-111682,6/17/2016,TB-21055,6/18/2016,First Class,Consumer
CA-2015-135545,11/24/2015,KM-16720,11/30/2015,Standard Class,Consumer
CA-2015-135545,11/24/2015,KM-16720,11/30/2015,Standard Class,Consumer
CA-2015-135545,11/24/2015,KM-16720,11/30/2015,Standard Class,Consumer
CA-2015-135545,11/24/2015,KM-16720,11/30/2015,Standard Class,Consumer
US-2015-164175,4/30/2015,PS-18970,05-05-2015,Standard Class,Home Office
CA-2014-106376,12-05-2014,BS-11590,12-10-2014,Standard Class,Corporate
CA-2014-106376,12-05-2014,BS-11590,12-10-2014,Standard Class,Corporate
CA-2016-119823,06-04-2016,KD-16270,06-06-2016,First Class,Consumer
CA-2016-106075,9/18/2016,HM-14980,9/23/2016,Standard Class,Consumer
CA-2017-114440,9/14/2017,TB-21520,9/17/2017,Second Class,Consumer
US-2015-134026,4/26/2015,JE-15745,05-02-2015,Standard Class,Consumer
US-2015-134026,4/26/2015,JE-15745,05-02-2015,Standard Class,Consumer
US-2015-134026,4/26/2015,JE-15745,05-02-2015,Standard Class,Consumer
US-2017-118038,12-09-2017,KB-16600,12-11-2017,First Class,Corporate
US-2017-118038,12-09-2017,KB-16600,12-11-2017,First Class,Corporate
US-2017-118038,12-09-2017,KB-16600,12-11-2017,First Class,Corporate
US-2014-147606,11/26/2014,JE-15745,12-01-2014,Second Class,Consumer
CA-2016-127208,06-12-2016,SC-20770,6/15/2016,First Class,Corporate
CA-2016-127208,06-12-2016,SC-20770,6/15/2016,First Class,Corporate
CA-2014-139451,10-12-2014,DN-13690,10/16/2014,Standard Class,Consumer
CA-2014-139451,10-12-2014,DN-13690,10/16/2014,Standard Class,Consumer
CA-2015-149734,09-03-2015,JC-16105,09-08-2015,Standard Class,Corporate
US-2017-119662,11/13/2017,CS-12400,11/16/2017,First Class,Home Office
CA-2017-140088,5/28/2017,PO-18865,5/30/2017,Second Class,Consumer
CA-2017-155558,10/26/2017,PG-18895,11-02-2017,Standard Class,Consumer
CA-2017-155558,10/26/2017,PG-18895,11-02-2017,Standard Class,Consumer
CA-2016-159695,04-05-2016,GM-14455,04-10-2016,Second Class,Home Office
CA-2016-109806,9/17/2016,JS-15685,9/22/2016,Standard Class,Corporate
CA-2016-109806,9/17/2016,JS-15685,9/22/2016,Standard Class,Corporate
CA-2016-109806,9/17/2016,JS-15685,9/22/2016,Standard Class,Corporate
CA-2015-149587,1/31/2015,KB-16315,02-05-2015,Second Class,Consumer
CA-2015-149587,1/31/2015,KB-16315,02-05-2015,Second Class,Consumer
CA-2015-149587,1/31/2015,KB-16315,02-05-2015,Second Class,Consumer
US-2017-109484,11-06-2017,RB-19705,11-12-2017,Standard Class,Home Office
CA-2017-161018,11-09-2017,PN-18775,11-11-2017,Second Class,Home Office
CA-2017-157833,6/17/2017,KD-16345,6/20/2017,First Class,Consumer
CA-2016-149223,09-06-2016,ER-13855,09-11-2016,Standard Class,Corporate
CA-2016-158568,8/29/2016,RB-19465,09-02-2016,Standard Class,Home Office
CA-2016-158568,8/29/2016,RB-19465,09-02-2016,Standard Class,Home Office
CA-2016-158568,8/29/2016,RB-19465,09-02-2016,Standard Class,Home Office
CA-2016-129903,12-01-2016,GZ-14470,12-04-2016,Second Class,Consumer
US-2015-156867,11/13/2015,LC-16870,11/17/2015,Standard Class,Consumer
US-2015-156867,11/13/2015,LC-16870,11/17/2015,Standard Class,Consumer
US-2015-156867,11/13/2015,LC-16870,11/17/2015,Standard Class,Consumer
CA-2017-119004,11/23/2017,JM-15250,11/28/2017,Standard Class,Consumer
CA-2017-119004,11/23/2017,JM-15250,11/28/2017,Standard Class,Consumer
CA-2017-119004,11/23/2017,JM-15250,11/28/2017,Standard Class,Consumer
CA-2015-129476,10/15/2015,PA-19060,10/20/2015,Standard Class,Home Office
CA-2017-146780,12/25/2017,CV-12805,12/30/2017,Standard Class,Corporate
CA-2016-128867,11-03-2016,CL-12565,11-10-2016,Standard Class,Consumer
CA-2016-128867,11-03-2016,CL-12565,11-10-2016,Standard Class,Consumer
CA-2014-115259,8/25/2014,RC-19960,8/27/2014,Second Class,Consumer
CA-2014-115259,8/25/2014,RC-19960,8/27/2014,Second Class,Consumer
CA-2014-115259,8/25/2014,RC-19960,8/27/2014,Second Class,Consumer
CA-2014-115259,8/25/2014,RC-19960,8/27/2014,Second Class,Consumer
CA-2015-110457,03-02-2015,DK-13090,03-06-2015,Standard Class,Consumer
US-2015-136476,04-05-2015,GG-14650,04-10-2015,Standard Class,Corporate
CA-2016-103730,06-12-2016,SC-20725,6/15/2016,First Class,Consumer
CA-2016-103730,06-12-2016,SC-20725,6/15/2016,First Class,Consumer
CA-2016-103730,06-12-2016,SC-20725,6/15/2016,First Class,Consumer
CA-2016-103730,06-12-2016,SC-20725,6/15/2016,First Class,Consumer
CA-2016-103730,06-12-2016,SC-20725,6/15/2016,First Class,Consumer
US-2014-152030,12/26/2014,AD-10180,12/28/2014,Second Class,Home Office
US-2014-134614,9/20/2014,PF-19165,9/25/2014,Standard Class,Consumer
US-2017-107272,11-05-2017,TS-21610,11-12-2017,Standard Class,Consumer
US-2017-107272,11-05-2017,TS-21610,11-12-2017,Standard Class,Consumer
US-2016-125969,11-06-2016,LS-16975,11-10-2016,Second Class,Home Office
US-2016-125969,11-06-2016,LS-16975,11-10-2016,Second Class,Home Office
US-2017-164147,02-02-2017,DW-13585,02-05-2017,First Class,Corporate
US-2017-164147,02-02-2017,DW-13585,02-05-2017,First Class,Corporate
US-2017-164147,02-02-2017,DW-13585,02-05-2017,First Class,Corporate
CA-2016-145583,10/13/2016,LC-16885,10/19/2016,Standard Class,Consumer
CA-2016-145583,10/13/2016,LC-16885,10/19/2016,Standard Class,Consumer
CA-2016-145583,10/13/2016,LC-16885,10/19/2016,Standard Class,Consumer
CA-2016-145583,10/13/2016,LC-16885,10/19/2016,Standard Class,Consumer
CA-2016-145583,10/13/2016,LC-16885,10/19/2016,Standard Class,Consumer
CA-2016-145583,10/13/2016,LC-16885,10/19/2016,Standard Class,Consumer
CA-2016-145583,10/13/2016,LC-16885,10/19/2016,Standard Class,Consumer
CA-2016-110366,09-05-2016,JD-15895,09-07-2016,Second Class,Corporate
CA-2017-106180,9/18/2017,SH-19975,9/23/2017,Standard Class,Corporate
CA-2017-106180,9/18/2017,SH-19975,9/23/2017,Standard Class,Corporate
CA-2017-106180,9/18/2017,SH-19975,9/23/2017,Standard Class,Corporate
CA-2017-155376,12/22/2017,SG-20080,12/27/2017,Standard Class,Consumer
CA-2015-110744,09-07-2015,HA-14920,09-12-2015,Standard Class,Consumer
CA-2014-110072,10/22/2014,MG-17680,10/28/2014,Standard Class,Home Office
CA-2016-114489,12-05-2016,JE-16165,12-09-2016,Standard Class,Corporate
CA-2016-114489,12-05-2016,JE-16165,12-09-2016,Standard Class,Corporate
CA-2016-114489,12-05-2016,JE-16165,12-09-2016,Standard Class,Corporate
CA-2016-114489,12-05-2016,JE-16165,12-09-2016,Standard Class,Corporate
CA-2016-158834,3/13/2016,TW-21025,3/16/2016,First Class,Home Office
CA-2016-158834,3/13/2016,TW-21025,3/16/2016,First Class,Home Office
CA-2015-124919,5/31/2015,SP-20650,06-02-2015,First Class,Corporate
CA-2015-124919,5/31/2015,SP-20650,06-02-2015,First Class,Corporate
CA-2015-124919,5/31/2015,SP-20650,06-02-2015,First Class,Corporate
CA-2015-118948,5/28/2015,NK-18490,06-03-2015,Standard Class,Home Office
CA-2014-104269,03-01-2014,DB-13060,03-06-2014,Second Class,Consumer
CA-2016-114104,11/20/2016,NP-18670,11/24/2016,Standard Class,Consumer
CA-2016-114104,11/20/2016,NP-18670,11/24/2016,Standard Class,Consumer
CA-2016-162733,05-11-2016,TT-21070,05-12-2016,First Class,Consumer
CA-2015-119697,12/28/2015,EM-13960,12/31/2015,Second Class,Consumer
CA-2016-154508,11/16/2016,RD-19900,11/20/2016,Standard Class,Consumer
CA-2016-113817,11-07-2016,MJ-17740,11-11-2016,Standard Class,Consumer
CA-2014-139892,09-08-2014,BM-11140,09-12-2014,Standard Class,Consumer
CA-2014-139892,09-08-2014,BM-11140,09-12-2014,Standard Class,Consumer
CA-2014-139892,09-08-2014,BM-11140,09-12-2014,Standard Class,Consumer
CA-2014-139892,09-08-2014,BM-11140,09-12-2014,Standard Class,Consumer
CA-2014-139892,09-08-2014,BM-11140,09-12-2014,Standard Class,Consumer
CA-2014-139892,09-08-2014,BM-11140,09-12-2014,Standard Class,Consumer
CA-2014-139892,09-08-2014,BM-11140,09-12-2014,Standard Class,Consumer
CA-2014-118962,08-05-2014,CS-12130,08-09-2014,Standard Class,Consumer
CA-2014-118962,08-05-2014,CS-12130,08-09-2014,Standard Class,Consumer
CA-2014-118962,08-05-2014,CS-12130,08-09-2014,Standard Class,Consumer
US-2014-100853,9/14/2014,JB-15400,9/19/2014,Standard Class,Corporate
US-2014-100853,9/14/2014,JB-15400,9/19/2014,Standard Class,Corporate
US-2017-152366,4/21/2017,SJ-20500,4/25/2017,Second Class,Consumer
US-2015-101511,11/21/2015,JE-15745,11/23/2015,Second Class,Consumer
US-2015-101511,11/21/2015,JE-15745,11/23/2015,Second Class,Consumer
CA-2015-137225,12/15/2015,JK-15640,12/19/2015,Standard Class,Home Office
CA-2014-166191,12-05-2014,DK-13150,12-09-2014,Second Class,Corporate
CA-2014-166191,12-05-2014,DK-13150,12-09-2014,Second Class,Corporate
CA-2014-158274,11/19/2014,RM-19675,11/24/2014,Second Class,Home Office
CA-2014-158274,11/19/2014,RM-19675,11/24/2014,Second Class,Home Office
CA-2014-158274,11/19/2014,RM-19675,11/24/2014,Second Class,Home Office
CA-2016-105018,11/28/2016,SK-19990,12-02-2016,Standard Class,Consumer
CA-2014-123260,8/26/2014,FM-14290,8/30/2014,Standard Class,Home Office
CA-2016-157000,7/16/2016,AM-10360,7/22/2016,Standard Class,Corporate
CA-2016-157000,7/16/2016,AM-10360,7/22/2016,Standard Class,Corporate
CA-2015-102281,10-12-2015,MP-17470,10/14/2015,First Class,Home Office
CA-2015-102281,10-12-2015,MP-17470,10/14/2015,First Class,Home Office
CA-2015-102281,10-12-2015,MP-17470,10/14/2015,First Class,Home Office
CA-2015-102281,10-12-2015,MP-17470,10/14/2015,First Class,Home Office
CA-2015-102281,10-12-2015,MP-17470,10/14/2015,First Class,Home Office
CA-2015-131457,10/31/2015,MZ-17515,11-06-2015,Standard Class,Corporate
CA-2014-140004,3/21/2014,CB-12025,3/25/2014,Standard Class,Consumer
CA-2014-140004,3/21/2014,CB-12025,3/25/2014,Standard Class,Consumer
CA-2017-107720,11-06-2017,VM-21685,11/13/2017,Standard Class,Home Office
US-2017-124303,07-06-2017,FH-14365,7/13/2017,Standard Class,Corporate
US-2017-124303,07-06-2017,FH-14365,7/13/2017,Standard Class,Corporate
CA-2017-105074,6/24/2017,MB-17305,6/29/2017,Standard Class,Consumer
CA-2014-133690,08-03-2014,BS-11755,08-05-2014,First Class,Consumer
CA-2014-133690,08-03-2014,BS-11755,08-05-2014,First Class,Consumer
US-2017-116701,12/17/2017,LC-17140,12/21/2017,Second Class,Consumer
CA-2017-126382,06-03-2017,HK-14890,06-07-2017,Standard Class,Corporate
CA-2017-108329,12-09-2017,LE-16810,12/14/2017,Standard Class,Consumer
CA-2017-135860,12-01-2017,JH-15985,12-07-2017,Standard Class,Consumer
CA-2017-135860,12-01-2017,JH-15985,12-07-2017,Standard Class,Consumer
CA-2017-135860,12-01-2017,JH-15985,12-07-2017,Standard Class,Consumer
CA-2017-135860,12-01-2017,JH-15985,12-07-2017,Standard Class,Consumer
CA-2017-135860,12-01-2017,JH-15985,12-07-2017,Standard Class,Consumer
CA-2015-101007,02-09-2015,MS-17980,2/13/2015,Second Class,Corporate
CA-2015-146262,01-02-2015,VW-21775,01-09-2015,Standard Class,Corporate
CA-2015-146262,01-02-2015,VW-21775,01-09-2015,Standard Class,Corporate
CA-2015-146262,01-02-2015,VW-21775,01-09-2015,Standard Class,Corporate
CA-2015-146262,01-02-2015,VW-21775,01-09-2015,Standard Class,Corporate
CA-2015-146262,01-02-2015,VW-21775,01-09-2015,Standard Class,Corporate
CA-2016-130162,10/28/2016,JH-15910,11-01-2016,Standard Class,Consumer
CA-2016-130162,10/28/2016,JH-15910,11-01-2016,Standard Class,Consumer
CA-2015-169397,12/24/2015,JB-15925,12/27/2015,First Class,Consumer
CA-2015-169397,12/24/2015,JB-15925,12/27/2015,First Class,Consumer
CA-2015-169397,12/24/2015,JB-15925,12/27/2015,First Class,Consumer
CA-2015-169397,12/24/2015,JB-15925,12/27/2015,First Class,Consumer
CA-2015-169397,12/24/2015,JB-15925,12/27/2015,First Class,Consumer
CA-2015-169397,12/24/2015,JB-15925,12/27/2015,First Class,Consumer
CA-2015-163055,08-09-2015,DS-13180,8/16/2015,Standard Class,Corporate
CA-2015-163055,08-09-2015,DS-13180,8/16/2015,Standard Class,Corporate
CA-2015-163055,08-09-2015,DS-13180,8/16/2015,Standard Class,Corporate
US-2015-145436,2/28/2015,VD-21670,03-04-2015,Standard Class,Consumer
US-2015-145436,2/28/2015,VD-21670,03-04-2015,Standard Class,Consumer
US-2014-156216,9/13/2014,EA-14035,9/17/2014,Standard Class,Corporate
US-2017-100930,04-07-2017,CS-12400,04-12-2017,Standard Class,Home Office
US-2017-100930,04-07-2017,CS-12400,04-12-2017,Standard Class,Home Office
US-2017-100930,04-07-2017,CS-12400,04-12-2017,Standard Class,Home Office
US-2017-100930,04-07-2017,CS-12400,04-12-2017,Standard Class,Home Office
US-2017-100930,04-07-2017,CS-12400,04-12-2017,Standard Class,Home Office
CA-2017-160514,11-12-2017,DB-13120,11/16/2017,Standard Class,Corporate
CA-2016-157749,06-04-2016,KL-16645,06-09-2016,Second Class,Consumer
CA-2016-157749,06-04-2016,KL-16645,06-09-2016,Second Class,Consumer
CA-2016-157749,06-04-2016,KL-16645,06-09-2016,Second Class,Consumer
CA-2016-157749,06-04-2016,KL-16645,06-09-2016,Second Class,Consumer
CA-2016-157749,06-04-2016,KL-16645,06-09-2016,Second Class,Consumer
CA-2016-157749,06-04-2016,KL-16645,06-09-2016,Second Class,Consumer
CA-2016-157749,06-04-2016,KL-16645,06-09-2016,Second Class,Consumer
CA-2014-131926,06-01-2014,DW-13480,06-06-2014,Second Class,Home Office
CA-2014-131926,06-01-2014,DW-13480,06-06-2014,Second Class,Home Office
CA-2014-131926,06-01-2014,DW-13480,06-06-2014,Second Class,Home Office
CA-2014-131926,06-01-2014,DW-13480,06-06-2014,Second Class,Home Office
CA-2014-131926,06-01-2014,DW-13480,06-06-2014,Second Class,Home Office
CA-2016-154739,12-10-2016,LH-17155,12/15/2016,Second Class,Consumer
CA-2016-145625,09-11-2016,KC-16540,9/17/2016,Standard Class,Consumer
CA-2016-145625,09-11-2016,KC-16540,9/17/2016,Standard Class,Consumer
CA-2016-146941,12-10-2016,DL-13315,12/13/2016,First Class,Consumer
CA-2016-146941,12-10-2016,DL-13315,12/13/2016,First Class,Consumer
US-2015-159982,11/28/2015,DR-12880,12-04-2015,Standard Class,Corporate
US-2015-159982,11/28/2015,DR-12880,12-04-2015,Standard Class,Corporate
US-2015-159982,11/28/2015,DR-12880,12-04-2015,Standard Class,Corporate
US-2015-159982,11/28/2015,DR-12880,12-04-2015,Standard Class,Corporate
CA-2017-163139,12-01-2017,CC-12670,12-03-2017,Second Class,Consumer
CA-2017-163139,12-01-2017,CC-12670,12-03-2017,Second Class,Consumer
CA-2017-163139,12-01-2017,CC-12670,12-03-2017,Second Class,Consumer
US-2017-155299,06-08-2017,Dl-13600,06-12-2017,Standard Class,Corporate
US-2014-106992,9/19/2014,SB-20290,9/21/2014,Second Class,Corporate
US-2014-106992,9/19/2014,SB-20290,9/21/2014,Second Class,Corporate
CA-2016-125318,06-06-2016,RC-19825,6/13/2016,Standard Class,Consumer
CA-2015-155040,11-10-2015,AH-10210,11/15/2015,Standard Class,Consumer
CA-2017-136826,6/16/2017,CB-12535,6/20/2017,Standard Class,Corporate
CA-2016-111010,1/22/2016,PG-18895,1/28/2016,Standard Class,Consumer
US-2017-145366,12-09-2017,CA-12310,12/13/2017,Standard Class,Corporate
US-2017-145366,12-09-2017,CA-12310,12/13/2017,Standard Class,Corporate
CA-2017-163979,12/28/2017,KH-16690,01-02-2018,Second Class,Corporate
CA-2015-155334,7/30/2015,HA-14920,7/31/2015,First Class,Consumer
CA-2015-155334,7/30/2015,HA-14920,7/31/2015,First Class,Consumer
CA-2015-155334,7/30/2015,HA-14920,7/31/2015,First Class,Consumer
CA-2017-118136,9/16/2017,BB-10990,9/17/2017,First Class,Corporate
CA-2017-118136,9/16/2017,BB-10990,9/17/2017,First Class,Corporate
CA-2017-132976,10/13/2017,AG-10495,10/17/2017,Standard Class,Corporate
CA-2017-132976,10/13/2017,AG-10495,10/17/2017,Standard Class,Corporate
CA-2017-132976,10/13/2017,AG-10495,10/17/2017,Standard Class,Corporate
CA-2017-132976,10/13/2017,AG-10495,10/17/2017,Standard Class,Corporate
US-2015-161991,9/26/2015,SC-20725,9/28/2015,Second Class,Consumer
US-2015-161991,9/26/2015,SC-20725,9/28/2015,Second Class,Consumer
CA-2015-130890,11-02-2015,JO-15280,11-06-2015,Standard Class,Consumer
CA-2015-130883,9/26/2015,TB-21520,10-02-2015,Standard Class,Consumer
CA-2015-130883,9/26/2015,TB-21520,10-02-2015,Standard Class,Consumer
CA-2015-130883,9/26/2015,TB-21520,10-02-2015,Standard Class,Consumer
CA-2016-112697,12/18/2016,AH-10195,12/20/2016,Second Class,Corporate
CA-2016-112697,12/18/2016,AH-10195,12/20/2016,Second Class,Corporate
CA-2016-112697,12/18/2016,AH-10195,12/20/2016,Second Class,Corporate
CA-2016-110772,11/20/2016,NZ-18565,11/24/2016,Second Class,Home Office
CA-2016-110772,11/20/2016,NZ-18565,11/24/2016,Second Class,Home Office
CA-2016-110772,11/20/2016,NZ-18565,11/24/2016,Second Class,Home Office
CA-2016-110772,11/20/2016,NZ-18565,11/24/2016,Second Class,Home Office
CA-2014-111451,12/26/2014,KL-16555,12/28/2014,First Class,Corporate
CA-2014-111451,12/26/2014,KL-16555,12/28/2014,First Class,Corporate
CA-2014-111451,12/26/2014,KL-16555,12/28/2014,First Class,Corporate
CA-2014-111451,12/26/2014,KL-16555,12/28/2014,First Class,Corporate
CA-2014-111451,12/26/2014,KL-16555,12/28/2014,First Class,Corporate
CA-2016-142545,10/28/2016,JD-15895,11-03-2016,Standard Class,Corporate
CA-2016-142545,10/28/2016,JD-15895,11-03-2016,Standard Class,Corporate
CA-2016-142545,10/28/2016,JD-15895,11-03-2016,Standard Class,Corporate
CA-2016-142545,10/28/2016,JD-15895,11-03-2016,Standard Class,Corporate
CA-2016-142545,10/28/2016,JD-15895,11-03-2016,Standard Class,Corporate
US-2017-152380,11/19/2017,JH-15910,11/23/2017,Standard Class,Consumer
CA-2015-144253,05-04-2015,AS-10225,05-09-2015,Second Class,Corporate
CA-2014-130960,12/30/2014,KB-16600,01-04-2015,Standard Class,Corporate
CA-2014-111003,06-01-2014,CR-12625,06-06-2014,Standard Class,Home Office
CA-2014-111003,06-01-2014,CR-12625,06-06-2014,Standard Class,Home Office
CA-2017-126774,4/15/2017,SH-20395,4/17/2017,First Class,Consumer
CA-2016-142902,09-12-2016,BP-11185,9/14/2016,Second Class,Corporate
CA-2016-142902,09-12-2016,BP-11185,9/14/2016,Second Class,Corporate
CA-2016-142902,09-12-2016,BP-11185,9/14/2016,Second Class,Corporate
CA-2016-142902,09-12-2016,BP-11185,9/14/2016,Second Class,Corporate
CA-2014-120887,9/27/2014,TS-21205,10-03-2014,Standard Class,Corporate
CA-2014-167850,08-09-2014,AG-10525,8/16/2014,Standard Class,Corporate
CA-2014-167850,08-09-2014,AG-10525,8/16/2014,Standard Class,Corporate
CA-2014-164259,12/28/2014,SP-20860,12/30/2014,First Class,Corporate
CA-2014-164973,11-04-2014,NM-18445,11-09-2014,Standard Class,Home Office
CA-2014-164973,11-04-2014,NM-18445,11-09-2014,Standard Class,Home Office
CA-2014-164973,11-04-2014,NM-18445,11-09-2014,Standard Class,Home Office
CA-2014-164973,11-04-2014,NM-18445,11-09-2014,Standard Class,Home Office
CA-2014-164973,11-04-2014,NM-18445,11-09-2014,Standard Class,Home Office
CA-2014-156601,9/19/2014,FA-14230,9/24/2014,Standard Class,Corporate
CA-2016-162138,4/23/2016,GK-14620,4/27/2016,Standard Class,Corporate
CA-2016-162138,4/23/2016,GK-14620,4/27/2016,Standard Class,Corporate
CA-2017-153339,11-03-2017,DJ-13510,11-05-2017,Second Class,Corporate
US-2016-141544,8/30/2016,PO-18850,09-01-2016,First Class,Consumer
US-2016-141544,8/30/2016,PO-18850,09-01-2016,First Class,Consumer
US-2016-141544,8/30/2016,PO-18850,09-01-2016,First Class,Consumer
US-2016-141544,8/30/2016,PO-18850,09-01-2016,First Class,Consumer
US-2016-141544,8/30/2016,PO-18850,09-01-2016,First Class,Consumer
US-2016-150147,4/25/2016,JL-15850,4/29/2016,Second Class,Consumer
US-2016-150147,4/25/2016,JL-15850,4/29/2016,Second Class,Consumer
US-2016-150147,4/25/2016,JL-15850,4/29/2016,Second Class,Consumer
CA-2015-137946,09-01-2015,DB-13615,09-04-2015,Second Class,Consumer
CA-2015-137946,09-01-2015,DB-13615,09-04-2015,Second Class,Consumer
CA-2015-137946,09-01-2015,DB-13615,09-04-2015,Second Class,Consumer
CA-2014-129924,07-12-2014,AC-10420,7/17/2014,Standard Class,Corporate
CA-2014-129924,07-12-2014,AC-10420,7/17/2014,Standard Class,Corporate
CA-2015-128167,6/22/2015,KL-16645,6/26/2015,Second Class,Consumer
CA-2014-122336,4/13/2014,JD-15895,4/17/2014,Second Class,Corporate
CA-2014-122336,4/13/2014,JD-15895,4/17/2014,Second Class,Corporate
CA-2014-122336,4/13/2014,JD-15895,4/17/2014,Second Class,Corporate
CA-2014-122336,4/13/2014,JD-15895,4/17/2014,Second Class,Corporate
US-2015-120712,12/20/2015,CS-12130,12/24/2015,Standard Class,Consumer
CA-2017-169901,6/15/2017,CC-12550,6/19/2017,Standard Class,Consumer
CA-2017-134306,07-08-2017,TD-20995,07-12-2017,Standard Class,Consumer
CA-2017-134306,07-08-2017,TD-20995,07-12-2017,Standard Class,Consumer
CA-2017-134306,07-08-2017,TD-20995,07-12-2017,Standard Class,Consumer
CA-2016-129714,09-01-2016,AB-10060,09-03-2016,First Class,Home Office
CA-2016-129714,09-01-2016,AB-10060,09-03-2016,First Class,Home Office
CA-2016-129714,09-01-2016,AB-10060,09-03-2016,First Class,Home Office
CA-2016-129714,09-01-2016,AB-10060,09-03-2016,First Class,Home Office
CA-2016-129714,09-01-2016,AB-10060,09-03-2016,First Class,Home Office
CA-2016-138520,04-08-2016,JL-15505,4/13/2016,Standard Class,Consumer
